번호,개방서비스,개방서비_1,개방자치단,관리번호,인허가일자,인허가취소,영업상태구,영업상태명,상세영업상,상세영업_1,폐업일자,휴업시작일,휴업종료일,재개업일자,소재지전화,소재지면적,소재지우편,소재지전체,도로명전체,도로명우편,사업장명,최종수정시,데이터갱신,데이터갱_1,업태구분명,좌표정보(x,좌표정보(y,업무구분명,상세업무구,권리주체일,총직원수
2177,동물위탁관리업,02_03_10_P,3200000,3.2E+17,20190625,,1,영업/정상,0,정상,,,,,,0,,서울특별시 관악구 봉천동 ****-** 청룡동금강아미움아파트 상가동 ***호,"서울특별시 관악구 장군봉*길 *, 상가동 ***호 (봉천동, 청룡동금강아미움아파트)",8784,방가댕댕,2.02204E+13,I,44744.73227,,950443.6258,1942376.727,동물위탁관리업,동물위탁관리업,0,0
2178,동물위탁관리업,02_03_10_P,3200000,3.2E+17,20190830,,1,영업/정상,0,정상,,,,,,0,,서울특별시 관악구 봉천동 ***-**,"서울특별시 관악구 관악로 ***-*, *층 (봉천동)",8737,서울개입구,2.02204E+13,I,44744.73227,,951644.5218,1942414.844,동물위탁관리업,동물위탁관리업,0,0
2179,동물위탁관리업,02_03_10_P,3200000,3.2E+17,20190902,,1,영업/정상,0,정상,,,,,02-882-8189,0,,서울특별시 관악구 신림동 ****-**,"서울특별시 관악구 봉천로*길 **, *층 (신림동)",8707,몽블레스,2.02204E+13,I,44744.73227,,949284.2166,1943082.366,동물위탁관리업,동물위탁관리업,0,0
2180,동물위탁관리업,02_03_10_P,3200000,3.2E+17,20191014,,1,영업/정상,0,정상,,,,,02-6408-0995,0,,서울특별시 관악구 신림동 ****-**,"서울특별시 관악구 신림로 ***, *층 (신림동)",8778,도그 인 시티,2.02204E+13,I,44744.73227,,949616.7229,1942165.114,동물위탁관리업,동물위탁관리업,0,0
2181,동물위탁관리업,02_03_10_P,3200000,3.2E+17,20191118,,1,영업/정상,0,정상,,,,,,0,,서울특별시 관악구 신림동 ****-*,"서울특별시 관악구 신림로 ***, 지하층 (신림동)",8776,정글독,2.02204E+13,I,44744.73227,,949511.256,1942360.796,동물위탁관리업,동물위탁관리업,0,0
2182,동물위탁관리업,02_03_10_P,3200000,3.2E+17,20200224,,1,영업/정상,0,정상,,,,,02-6396-2915,0,,서울특별시 관악구 봉천동 **-**,"서울특별시 관악구 청림길 **, *층 (봉천동)",8733,보그펫,2.02204E+13,I,44744.73227,,952156.6078,1943042.742,동물위탁관리업,동물위탁관리업,0,0
2183,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20200819,,1,영업/정상,0,정상,,,,,02-568-5111,0,,서울특별시 강남구 역삼동 ***-**,"서울특별시 강남구 논현로**길 **, 지하층 (역삼동)",6140,킹독,2.02204E+13,I,44744.73227,,959122.9234,1944813.722,동물위탁관리업,동물위탁관리업,0,0
2184,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20200917,,1,영업/정상,0,정상,,,,,02-6401-1778,0,,서울특별시 강남구 논현동 ***-** 코너스톤 주상복합,"서울특별시 강남구 봉은사로**길 **, 코너스톤 주상복합 ***호 (논현동)",6103,머멍펫살롱(MuMung),2.02205E+13,U,44744.73227,,959257.3841,1945481.379,동물위탁관리업,동물위탁관리업,0,0
2185,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20201103,,1,영업/정상,0,정상,,,,,,0,,서울특별시 강남구 역삼동 ***-*,"서울특별시 강남구 테헤란로**길 **, 지하*층 (역삼동)",6148,세븐에이치,2.02204E+13,I,44744.73227,,959824.2152,1944950.62,동물위탁관리업,동물위탁관리업,0,0
2186,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20201104,,1,영업/정상,0,정상,,,,,02-544-0522,0,,서울특별시 강남구 논현동 **-**,"서울특별시 강남구 논현로***길 *, 백양빌딩 지하 *층 (논현동)",6052,해피퍼피 강아지 유치원 & 미용,2.02205E+13,U,44744.73227,,958454.0157,1946054.05,동물위탁관리업,동물위탁관리업,L00,0
2187,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20201105,,1,영업/정상,0,정상,,,,,070-7856-0323,0,,서울특별시 강남구 신사동 ***-* 타워빌딩,"서울특별시 강남구 압구정로 ***, 타워빌딩 *층, *층 (신사동)",6029,반려동물생활연구소 압구정점,2.02204E+13,I,44744.73227,,957820.1942,1947030.929,동물위탁관리업,동물위탁관리업,L00,0
2188,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20201125,,1,영업/정상,0,정상,,,,,02-512-8904,0,,서울특별시 강남구 역삼동 ***-*,서울특별시 강남구 테헤란로**길 ** (역삼동),6127,불도저 독 케어 센터,2.02204E+13,I,44744.73227,,958512.4815,1944853.371,동물위탁관리업,동물위탁관리업,0,0
2189,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20210309,,1,영업/정상,0,정상,,,,,,0,,서울특별시 강남구 개포동 ****-* 지수빌딩,"서울특별시 강남구 논현로 **, 지수빌딩 지하*층 (개포동)",6313,도킹어바웃,2.02205E+13,U,44744.73227,,960127.1474,1941322.836,동물위탁관리업,동물위탁관리업,0,0
2190,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20210409,,1,영업/정상,0,정상,,,,,1544-8590,0,,서울특별시 강남구 청담동 ** 베디베로스퀘어,"서울특별시 강남구 삼성로***길 *, 베디베로스퀘어 지하*층 (청담동)",6068,KNOLLO(놀로),2.02205E+13,U,44744.73227,,960077.7118,1946473.83,동물위탁관리업,동물위탁관리업,L00,0
2191,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20210517,,1,영업/정상,0,정상,,,,,,0,,서울특별시 강남구 역삼동 ***-**,"서울특별시 강남구 역삼로**길 **, *층 (역삼동)",6250,멍투게더,2.02205E+13,U,44744.73227,,958865.0085,1943615.975,동물위탁관리업,동물위탁관리업,0,0
2192,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20210908,,1,영업/정상,0,정상,,,,,,0,,서울특별시 강남구 청담동 ***-* 성영파크빌라,"서울특별시 강남구 도산대로**길 **, *층 (청담동, 성영파크빌라)",6012,algok kennel(알곡켄넬),2.02205E+13,U,44744.73227,,960104.6278,1947162.549,동물위탁관리업,동물위탁관리업,0,0
2193,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20211008,,1,영업/정상,0,정상,,,,,02-448-1108,0,,서울특별시 강남구 개포동 ****-** 동성빌딩,"서울특별시 강남구 논현로 **, 동성빌딩 *층 (개포동)",6307,나나리펫하우스,2.02205E+13,U,44744.73227,,959815.0361,1941704.667,동물위탁관리업,동물위탁관리업,0,0
2194,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20211019,,1,영업/정상,0,정상,,,,,,0,,서울특별시 강남구 역삼동 ***-** 역삼동 롯데캐슬 노블,"서울특별시 강남구 도곡로**길 **, 상가동 ***-*호 (역삼동, 역삼동 롯데캐슬 노블)",6255,쏘큐트 펫살롱,2.02205E+13,U,44744.73227,,958891.5527,1943469.441,동물위탁관리업,동물위탁관리업,0,0
2195,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20220317,,1,영업/정상,0,정상,,,,,02-511-0518,0,,서울특별시 강남구 논현동 **-**,"서울특별시 강남구 언주로***길 **-*, *층 (논현동)",6051,엘리자바스(ElizaBath),2.02205E+13,U,44744.73227,,958611.4377,1946220.772,동물위탁관리업,동물위탁관리업,L00,0
2196,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20220325,,1,영업/정상,0,정상,,,,,,0,,서울특별시 강남구 청담동 **-** 원테라스,"서울특별시 강남구 영동대로***길 **, 지하*층 (청담동, 원테라스)",6071,그레이닝 킨더가든,2.02204E+13,I,44744.73227,,960419.3236,1946855.703,동물위탁관리업,동물위탁관리업,0,0
2197,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20220426,,1,영업/정상,0,정상,,,,,,0,,서울특별시 강남구 논현동 ***-**,"서울특별시 강남구 강남대로***길 **, *층 (논현동)",6118,멍돌핀,2.02204E+13,I,44744.73227,,958145.9201,1945210.035,동물위탁관리업,동물위탁관리업,0,0
2198,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20220502,,1,영업/정상,0,정상,,,,,070-8803-3110,0,,서울특별시 강남구 역삼동 ***-** 제이유**,"서울특별시 강남구 테헤란로**길 **, 제이유** *,*층 (역삼동)",6223,21그램 케어센터 역삼점,2.02205E+13,I,44744.73227,,959314.8318,1944311.819,동물위탁관리업,동물위탁관리업,L00,0
2379,동물위탁관리업,02_03_10_P,3070000,3.07E+17,20190313,,1,영업/정상,0,정상,,,,,02-922-1044,0,,서울특별시 성북구 동소문동*가 *** 브라운스톤 동선아파트,"서울특별시 성북구 아리랑로*길 **, 상가동 *층 ***호 (동소문동*가, 브라운스톤 동선아파트)",2830,이쁘니 이발소,2.02204E+13,I,44744.73227,,957007.5713,1955020.187,동물위탁관리업,동물위탁관리업,0,0
2380,동물위탁관리업,02_03_10_P,3070000,3.07E+17,20190426,,1,영업/정상,0,정상,,,,,0507-1306-9216,0,,서울특별시 성북구 동선동*가 *** 동선*동새마을금고,"서울특별시 성북구 동소문로**다길 **, 동선*동새마을금고 *층 (동선동*가)",2845,호펫 강아지 고양이 성신여대본점,2.02204E+13,I,44744.73227,,957567.3728,1954820.077,동물위탁관리업,동물위탁관리업,0,0
2381,동물위탁관리업,02_03_10_P,3070000,3.07E+17,20190514,,1,영업/정상,0,정상,,,,,0507-1326-3828,0,,서울특별시 성북구 안암동*가 **,"서울특별시 성북구 고려대로**길 **, *층 (안암동*가)",2850,행복하개키울고양,2.02207E+13,U,44765.11111,,957715.0086,1954024.345,동물위탁관리업,동물위탁관리업,0,0
2382,동물위탁관리업,02_03_10_P,3070000,3.07E+17,20190531,,1,영업/정상,0,정상,,,,,02-942-4883,0,,서울특별시 성북구 길음동 **** 길음뉴타운,"서울특별시 성북구 길음로 **, 상가동 *층 **호 (길음동, 길음뉴타운)",2720,카카오N동물병원,2.02204E+13,I,44744.73227,,957381.0573,1956264.074,동물위탁관리업,동물위탁관리업,0,0
2383,동물위탁관리업,02_03_10_P,3070000,3.07E+17,20190725,,1,영업/정상,0,정상,,,,,02-969-6139,0,,서울특별시 성북구 석관동 ***-*** 명소아과의원,"서울특별시 성북구 돌곶이로 **, 명소아과의원 지*층 (석관동)",2788,마이도그(My Dog),2.02204E+13,I,44744.73227,,961219.7845,1956088.502,동물위탁관리업,동물위탁관리업,0,0
2384,동물위탁관리업,02_03_10_P,3070000,3.07E+17,20191111,,1,영업/정상,0,정상,,,,,02-982-7975,0,,서울특별시 성북구 길음동 ***-* 래미안길음센터피스,"서울특별시 성북구 숭인로 **, 상가동 ****호 (길음동, 래미안길음센터피스)",2727,더편한동물병원,2.02204E+13,I,44744.73227,,958230.9997,1956575.877,동물위탁관리업,동물위탁관리업,0,0
2385,동물위탁관리업,02_03_10_P,3070000,3.07E+17,20200116,,1,영업/정상,0,정상,,,,,0507-1346-9909,0,,서울특별시 성북구 돈암동 **-* 성운빌딩,"서울특별시 성북구 북악산로 ***, 성운빌딩 *층 (돈암동)",2828,캣츠아일랜드,2.02207E+13,U,44765.11111,,957570.5735,1955258.106,동물위탁관리업,동물위탁관리업,0,0
2386,동물위탁관리업,02_03_10_P,3070000,3.07E+17,20210430,,1,영업/정상,0,정상,,,,,02-926-3004,0,,서울특별시 성북구 동선동*가 ***-*,"서울특별시 성북구 보문로**길 **, 지층 (동선동*가)",2849,강아지카페 카페개네,2.02207E+13,U,44772.11111,,957526.6881,1954448.572,동물위탁관리업,동물위탁관리업,0,0
2387,동물위탁관리업,02_03_10_P,3070000,3.07E+17,20210513,,1,영업/정상,0,정상,,,,,,0,,서울특별시 성북구 장위동 ***-* 꿈의숲 빌딩,"서울특별시 성북구 월계로**길 **, 꿈의숲 빌딩 ***호 (장위동)",2754,땡일리 강아지 유치원,2.02205E+13,U,44744.73227,,959777.5104,1957491.446,동물위탁관리업,동물위탁관리업,0,0
2388,동물위탁관리업,02_03_10_P,3070000,3.07E+17,20220315,,1,영업/정상,0,정상,,,,,0507-1479-5588,0,,서울특별시 성북구 정릉동 ***-*** 서륭빌딩,"서울특별시 성북구 서경로 **, 서륭빌딩 *층 (정릉동)",2716,조이풀독,2.02207E+13,U,44765.11111,,957141.556,1956339.084,동물위탁관리업,동물위탁관리업,0,0
2389,동물위탁관리업,02_03_10_P,3070000,3.07E+17,20220510,,1,영업/정상,0,정상,,,,,0507-1482-9883,0,,서울특별시 성북구 종암동 *-*** *층,"서울특별시 성북구 월곡로 **, *층 (종암동)",2797,봄동살롱,2.02207E+13,U,44765.11111,,959253.9061,1955163.365,동물위탁관리업,동물위탁관리업,0,0
2390,동물위탁관리업,02_03_10_P,3090000,3.09E+17,20200205,,1,영업/정상,0,정상,,,,,,0,,서울특별시 도봉구 도봉동 ***-*,서울특별시 도봉구 도봉로 *** (도봉동),1307,사랑해줄개,2.02204E+13,I,44744.73227,,959774.7537,1964002.242,동물위탁관리업,동물위탁관리업,0,0
2391,동물위탁관리업,02_03_10_P,3090000,3.09E+17,20200316,,1,영업/정상,0,정상,,,,,,0,,서울특별시 도봉구 방학동 ***-** 북한산팰리스,"서울특별시 도봉구 도당로**길 *, ***동 *층 ***호 (방학동, 북한산팰리스)",1353,두부네,2.02204E+13,I,44744.73227,,959213.2204,1962822.238,동물위탁관리업,동물위탁관리업,0,0
2392,동물위탁관리업,02_03_10_P,3090000,3.09E+17,20200331,,1,영업/정상,0,정상,,,,,,0,,서울특별시 도봉구 쌍문동 ***-**,"서울특별시 도봉구 우이천로 ***, *층 (쌍문동)",1452,고놈들,2.02204E+13,I,44744.73227,,958516.1772,1960261.11,동물위탁관리업,동물위탁관리업,0,0
2393,동물위탁관리업,02_03_10_P,3090000,3.09E+17,20201019,,1,영업/정상,0,정상,,,,,,0,,서울특별시 도봉구 창동 ***-**,"서울특별시 도봉구 도봉로 ***, *층 (창동)",1401,waldog(왈독),2.02204E+13,I,44744.73227,,959357.6928,1961725.043,동물위탁관리업,동물위탁관리업,0,0
2394,동물위탁관리업,02_03_10_P,3090000,3.09E+17,20201224,,1,영업/정상,0,정상,,,,,,0,,서울특별시 도봉구 창동 *** 동아청솔아파트,"서울특별시 도봉구 노해로**길 **, 동아청솔아파트 *층 *호 (창동)",1411,푹쉬개 애견샵,2.02204E+13,I,44744.73227,,960087.315,1961763.587,동물위탁관리업,동물위탁관리업,0,0
2395,동물위탁관리업,02_03_10_P,3090000,3.09E+17,20210105,,1,영업/정상,0,정상,,,,,,0,,서울특별시 도봉구 창동 ***-** 창동 SR스타빌 ***호,"서울특별시 도봉구 노해로**길 **-*, 창동 SR스타빌 ***호 (창동)",1405,몽앤츄,2.02204E+13,I,44744.73227,,959981.8982,1961238.344,동물위탁관리업,동물위탁관리업,0,0
2396,동물위탁관리업,02_03_10_P,3090000,3.09E+17,20211031,,1,영업/정상,0,정상,,,,,02-994-4000,0,,서울특별시 도봉구 쌍문동 ***-***,"서울특별시 도봉구 우이천로 ***, 혜성니트 *동 *,*층 (쌍문동)",1452,(주)애니멀고,2.02204E+13,I,44744.73227,,958440.8345,1960329.442,동물위탁관리업,동물위탁관리업,L00,0
2397,동물위탁관리업,02_03_10_P,3090000,3.09E+17,20220526,,1,영업/정상,0,정상,,,,,,0,,서울특별시 도봉구 쌍문동 ***-*,"서울특별시 도봉구 해등로**길 *, ***,***호 (쌍문동)",1387,아이조은동물병원,2.02205E+13,I,44744.73227,,958702.9159,1961909.607,동물위탁관리업,동물위탁관리업,0,0
2398,동물위탁관리업,02_03_10_P,3090000,3.09E+17,20220628,,1,영업/정상,0,정상,,,,,,0,,서울특별시 도봉구 방학동 ***,"서울특별시 도봉구 방학로 ***, *층 (방학동)",1390,삼멍(sammung),2.02206E+13,I,44744.73227,,959448.8852,1962360.656,동물위탁관리업,동물위탁관리업,0,0
2399,동물위탁관리업,02_03_10_P,3110000,3.11E+17,20180709,,1,영업/정상,0,정상,,,,,02-357-9111,0,,서울특별시 은평구 응암동 ***-** 응암동하이포룸 ***호,"서울특별시 은평구 은평로*길 **, ***호 (응암동, 응암동하이포룸)",3454,미니펫,2.02204E+13,I,44744.73227,,948645.9899,1955133.135,동물위탁관리업,동물위탁관리업,0,0
2400,동물위탁관리업,02_03_10_P,3200000,3.2E+17,20200528,,1,영업/정상,0,정상,,,,,02-838-2922,0,,서울특별시 관악구 신림동 ****-**,"서울특별시 관악구 난곡로**길 *, *층 (신림동)",8771,디어몽 (Dear mong),2.02204E+13,I,44744.73227,,948137.0468,1942295.318,동물위탁관리업,동물위탁관리업,0,0
2401,동물위탁관리업,02_03_10_P,3200000,3.2E+17,20200619,,1,영업/정상,0,정상,,,,,,0,,서울특별시 관악구 신림동 ***-**,서울특별시 관악구 조원로 *** (신림동),8704,"아름다울, 개",2.02204E+13,I,44744.73227,,948616.455,1942832.306,동물위탁관리업,동물위탁관리업,0,0
2402,동물위탁관리업,02_03_10_P,3200000,3.2E+17,20200805,,1,영업/정상,0,정상,,,,,02-3281-0362,0,,서울특별시 관악구 신림동 ***-*,"서울특별시 관악구 조원로 ***, 지층 B***호 (신림동)",8762,두리디엠 (미스미스터펫),2.02204E+13,I,44744.73227,,948353.5289,1942734.799,동물위탁관리업,동물위탁관리업,0,0
2403,동물위탁관리업,02_03_10_P,3200000,3.2E+17,20211102,,1,영업/정상,0,정상,,,,,,0,,서울특별시 관악구 신림동 ***-**,"서울특별시 관악구 남부순환로 ****, *층 (신림동)",8762,아지뜰,2.02204E+13,I,44744.73227,,948501.323,1942472.601,동물위탁관리업,동물위탁관리업,0,0
2404,동물위탁관리업,02_03_10_P,3200000,3.2E+17,20220123,,1,영업/정상,0,정상,,,,,,0,,서울특별시 관악구 신림동 **-**,"서울특별시 관악구 신림로**길 **, *층 (신림동)",8778,뽀송캣,2.02204E+13,I,44744.73227,,949640.3353,1942412.96,동물위탁관리업,동물위탁관리업,0,0
2405,동물위탁관리업,02_03_10_P,3220000,3.22E+17,20220506,,1,영업/정상,0,정상,,,,,,0,,서울특별시 강남구 삼성동 ***-** 코배가든,"서울특별시 강남구 삼성로 ***, 코배가든 *층 (삼성동)",6165,드도그카페,2.02205E+13,I,44744.73227,,960583.8035,1945518.493,동물위탁관리업,동물위탁관리업,L00,0
2614,동물위탁관리업,02_03_10_P,3110000,3.11E+17,20180914,,1,영업/정상,0,정상,,,,,353-1555,0,,서울특별시 은평구 갈현동 ***-* *층,"서울특별시 은평구 통일로 ***, *층 (갈현동)",3328,행복한 강아지,2.02204E+13,I,44744.73227,,948710.9481,1958116.712,동물위탁관리업,동물위탁관리업,0,0
2615,동물위탁관리업,02_03_10_P,3110000,3.11E+17,20180917,,1,영업/정상,0,정상,,,,,,0,,서울특별시 은평구 역촌동 **-**,"서울특별시 은평구 연서로 **, ***호 (역촌동)",3406,은평애견,2.02204E+13,I,44744.73227,,948383.8768,1955827.859,동물위탁관리업,동물위탁관리업,0,0
2616,동물위탁관리업,02_03_10_P,3110000,3.11E+17,20180927,,1,영업/정상,0,정상,,,,,382-7511,0,,서울특별시 은평구 진관동 * 은평뉴타운상림마을 ***동 ***호,"서울특별시 은평구 진관*로 **, ***동 ***호 (진관동, 은평뉴타운상림마을)",3304,한빛동물병원,2.02204E+13,I,44744.73227,,949544.2174,1960790.501,동물위탁관리업,동물위탁관리업,0,0
2617,동물위탁관리업,02_03_10_P,3110000,3.11E+17,20180927,,1,영업/정상,0,정상,,,,,6953-8275,0,,서울특별시 은평구 진관동 ** 은평뉴타운우물골 상가B ***동 ***호,"서울특별시 은평구 진관*로 **, ***동 상가B층 ***호 (진관동, 은평뉴타운우물골)",3306,우리덕구 동물병원,2.02204E+13,I,44744.73227,,949422.2889,1959304.855,동물위탁관리업,동물위탁관리업,0,0
2618,동물위탁관리업,02_03_10_P,3110000,3.11E+17,20180927,,1,영업/정상,0,정상,,,,,,0,,서울특별시 은평구 증산동 ***-*,서울특별시 은평구 증산서길 *** (증산동),3495,미용하는 강아지,2.02204E+13,I,44744.73227,,948043.1445,1954225.851,동물위탁관리업,동물위탁관리업,0,0
2619,동물위탁관리업,02_03_10_P,3110000,3.11E+17,20180928,,1,영업/정상,0,정상,,,,,359-2020,0,,서울특별시 은평구 대조동 ***-**,서울특별시 은평구 통일로 *** (대조동),3385,Dr.윤24시동물병원,2.02204E+13,I,44744.73227,,949022.2786,1957308.303,동물위탁관리업,동물위탁관리업,0,0
2620,동물위탁관리업,02_03_10_P,3110000,3.11E+17,20181008,,1,영업/정상,0,정상,,,,,384-7743,0,,서울특별시 은평구 갈현동 ***-**,서울특별시 은평구 연서로 *** (갈현동),3334,금쪽같은 내새끼 동물병원,2.02204E+13,I,44744.73227,,948549.5777,1957179.395,동물위탁관리업,동물위탁관리업,0,0
2621,동물위탁관리업,02_03_10_P,3110000,3.11E+17,20181016,,1,영업/정상,0,정상,,,,,6012-7477,0,,서울특별시 은평구 신사동 **-**,"서울특별시 은평구 증산로**길 *, *층 (신사동)",3450,퍼피하우스,2.02204E+13,I,44744.73227,,948242.3797,1955021.092,동물위탁관리업,동물위탁관리업,0,0
2622,동물위탁관리업,02_03_10_P,3110000,3.11E+17,20181016,,1,영업/정상,0,정상,,,,,384-0075,0,,서울특별시 은평구 갈현동 ***-**,서울특별시 은평구 통일로 *** (갈현동),3329,메디펫 동물병원,2.02204E+13,I,44744.73227,,948703.7716,1957913.304,동물위탁관리업,동물위탁관리업,0,0
2623,동물위탁관리업,02_03_10_P,3110000,3.11E+17,20181030,,1,영업/정상,0,정상,,,,,3152-0112,0,,서울특별시 은평구 역촌동 **-**,서울특별시 은평구 연서로*길 ** (역촌동),3419,고마워 MIN,2.02204E+13,I,44744.73227,,948102.9841,1955746.163,동물위탁관리업,동물위탁관리업,0,0
2624,동물위탁관리업,02_03_10_P,3110000,3.11E+17,20181126,,1,영업/정상,0,정상,,,,,353-3858,0,,서울특별시 은평구 갈현동 ***-* 정운빌딩 *층,"서울특별시 은평구 연서로**길 **, 정운빌딩 *층 (갈현동)",3330,도그원,2.02204E+13,I,44744.73227,,948544.0916,1957654.563,동물위탁관리업,동물위탁관리업,0,0
2625,동물위탁관리업,02_03_10_P,3110000,3.11E+17,20181221,,1,영업/정상,0,정상,,,,,,0,,서울특별시 은평구 역촌동 **-*,서울특별시 은평구 역말로*길 ** (역촌동),3417,해피멍,2.02204E+13,I,44744.73227,,948249.6039,1956001.189,동물위탁관리업,동물위탁관리업,0,0
2626,동물위탁관리업,02_03_10_P,3110000,3.11E+17,20190225,,1,영업/정상,0,정상,,,,,,0,,서울특별시 은평구 진관동 ***-**,"서울특별시 은평구 대서문길 **, 북한산성상가 A동 ***호 (진관동)",3307,국립공원 특산품 판매점,2.02204E+13,I,44744.73227,,951255.3303,1961613.589,동물위탁관리업,동물위탁관리업,0,0
2627,동물위탁관리업,02_03_10_P,3110000,3.11E+17,20190328,,1,영업/정상,0,정상,,,,,,0,,서울특별시 은평구 응암동 ***-*,서울특별시 은평구 응암로**길 **-* (응암동),3480,디어도그,2.02204E+13,I,44744.73227,,948721.0677,1954015.945,동물위탁관리업,동물위탁관리업,0,0
2628,동물위탁관리업,02_03_10_P,3110000,3.11E+17,20190609,,1,영업/정상,0,정상,,,,,,0,,서울특별시 은평구 불광동 ***-***,"서울특별시 은평구 통일로 ***, M타워 지*층 (불광동)",3344,메르시몽프레,2.02204E+13,I,44744.73227,,948784.3187,1957771.313,동물위탁관리업,동물위탁관리업,0,0
2885,동물위탁관리업,02_03_10_P,3110000,3.11E+17,20191122,,1,영업/정상,0,정상,,,,,02-353-5803,0,,서울특별시 은평구 응암동 ***-**,"서울특별시 은평구 응암로**길 **, *층 (응암동)",3466,honapet(호나펫),2.02204E+13,I,44744.73227,,948872.0847,1954748.774,동물위탁관리업,동물위탁관리업,0,0
2886,동물위탁관리업,02_03_10_P,3110000,3.11E+17,20200130,,1,영업/정상,0,정상,,,,,,0,,서울특별시 은평구 응암동 **-**,"서울특별시 은평구 은평로**길 *-**, *층 (응암동)",3462,The 이뿌개,2.02204E+13,I,44744.73227,,949143.5096,1955496.576,동물위탁관리업,동물위탁관리업,0,0
2887,동물위탁관리업,02_03_10_P,3110000,3.11E+17,20200915,,1,영업/정상,0,정상,,,,,23841110,0,,서울특별시 은평구 녹번동 **-*,서울특별시 은평구 통일로 *** (녹번동),3382,어울동물의료센터,2.02204E+13,I,44744.73227,,949936.6942,1956117.891,동물위탁관리업,동물위탁관리업,0,0
2888,동물위탁관리업,02_03_10_P,3110000,3.11E+17,20210409,,1,영업/정상,0,정상,,,,,,0,,서울특별시 은평구 응암동 ***-**,"서울특별시 은평구 응암로**길 **, *층 (응암동)",3469,별이&체리,2.02204E+13,I,44744.73227,,948673.5743,1954363.428,동물위탁관리업,동물위탁관리업,0,0
2889,동물위탁관리업,02_03_10_P,3110000,3.11E+17,20220412,,1,영업/정상,0,정상,,,,,,0,,서울특별시 은평구 불광동 ***-* 유니파크 ***호,"서울특별시 은평구 불광로 ***, 유니파크 *층 ***호 (불광동)",3354,피어나개,2.02204E+13,I,44744.73227,,949849.3989,1957567.234,동물위탁관리업,동물위탁관리업,0,0
2890,동물위탁관리업,02_03_10_P,3110000,3.11E+17,20220603,,1,영업/정상,0,정상,,,,,,0,,서울특별시 은평구 대조동 ***-**,서울특별시 은평구 통일로**길 **(대조동),3386,빵댕이넷,2.02206E+13,I,44744.73227,,948858.9304,1957099.6,동물위탁관리업,동물위탁관리업,0,0
2891,동물위탁관리업,02_03_10_P,3130000,3.13E+17,20180409,,1,영업/정상,0,정상,,,,,02-704-5504,0,,서울특별시 마포구 도화동 *** 도화동현대아파트,"서울특별시 마포구 새창로 **, *층 (도화동, 도화동현대아파트)",4182,독앤독,2.02204E+13,I,44744.73227,,951680.5808,1948735.827,동물위탁관리업,동물위탁관리업,0,0
2892,동물위탁관리업,02_03_10_P,3130000,3.13E+17,20180423,,1,영업/정상,0,정상,,,,,02-324-8101,0,,서울특별시 마포구 서교동 ***-*,"서울특별시 마포구 성미산로**길 **, *층 (서교동)",3998,즐거운 애견미용,2.02204E+13,I,44744.73227,,948258.1211,1950765.883,동물위탁관리업,동물위탁관리업,0,0
2893,동물위탁관리업,02_03_10_P,3130000,3.13E+17,20180504,,1,영업/정상,0,정상,,,,,02-3144-8723,0,,서울특별시 마포구 합정동 ***-*,"서울특별시 마포구 월드컵로 **, 지하*층 (합정동)",4023,(주)독핏코리아,2.02204E+13,I,44744.73227,,948000.1827,1950158.942,동물위탁관리업,동물위탁관리업,L00,0
2894,동물위탁관리업,02_03_10_P,3130000,3.13E+17,20180703,,1,영업/정상,0,정상,,,,,,0,,서울특별시 마포구 서교동 ***-*,"서울특별시 마포구 와우산로**길 **, *층 (서교동)",4054,구름뜬하늘,2.02204E+13,I,44744.73227,,949323.2363,1950381.834,동물위탁관리업,동물위탁관리업,0,0
2895,동물위탁관리업,02_03_10_P,3130000,3.13E+17,20180921,,1,영업/정상,0,정상,,,,,02-715-0075,0,,서울특별시 마포구 용강동 ***-** 서강빌딩,"서울특별시 마포구 대흥로 **, 서강빌딩 (용강동)",4162,닥터호오 동물병원,2.02204E+13,I,44744.73227,,950271.2272,1949144.382,동물위탁관리업,동물위탁관리업,0,0
2896,동물위탁관리업,02_03_10_P,3130000,3.13E+17,20181102,,1,영업/정상,0,정상,,,,,02-334-3712,0,,서울특별시 마포구 동교동 ***-**,"서울특별시 마포구 양화로**안길 **, *층 (동교동)",4051,써니네,2.02204E+13,I,44744.73227,,949186.3081,1950669.25,동물위탁관리업,동물위탁관리업,0,0
