개방자치단,관리번호,인허가일자,인허가취소,영업상태코,영업상태명,상세영업상,상세영업_1,폐업일자,휴업시작일,휴업종료일,재개업일자,전화번호,소재지면적,소재지우편,지번주소,도로명주소,도로명우편,사업장명,최종수정일,데이터갱신,데이터갱_1,업태구분명,좌표정보(X,좌표정보(Y,축산업무구,축산물가공,축산일련번,권리주체일,총인원
3050000,3.05E+17,20210507,,1,영업/정상,0,정상,,,,,02-3394-7075,0,,서울특별시 동대문구 답십리동 3-125,서울특별시 동대문구 답십리로 224-1 (답십리동),2610,땅콩동물병원,2.02105E+13,I,44325.01604,,961539.8253,1952362.92,동물병원,,,0,
3050000,3.05E+17,20070511,,1,영업/정상,0,정상,,,,,02-2234-1379,0,,서울특별시 동대문구 신설동 109-13번지 청계천 대성 스카이렉스1,서울특별시 동대문구 청계천로 417 108호 (신설동 청계천 대성 스카이렉스1),2586,맑은 동물병원,2.01903E+13,U,43533.11111,,957887.683,1952315.829,동물병원,,,0,
3050000,3.05E+17,20100629,,1,영업/정상,0,정상,,,,,02-957-7075,41.8,,서울특별시 동대문구 용두동 790번지 롯데캐슬피렌체,서울특별시 동대문구 정릉천동로 58 1층 125호 (용두동 롯데캐슬피렌체),2566,그린동물병원,2.01903E+13,U,43533.11111,,958933.386,1952885.968,동물병원,,,0,
3050000,3.05E+17,20111125,,1,영업/정상,0,정상,,,,,02-3295-3927,49.5,,서울특별시 동대문구 용두동 38-17번지,서울특별시 동대문구 고산자로 393-5 (용두동),2566,엘동물병원,2.01903E+13,U,43533.11111,,959100.489,1952606.21,동물병원,,,0,
3050000,3.05E+17,20130326,,1,영업/정상,0,정상,,,,,02-2242-7975,0,,서울특별시 동대문구 전농동 652-1번지,서울특별시 동대문구 답십리로 77 (전농동),2552,제연동물병원,2.01903E+13,U,43533.11111,,960159.6925,1952651.654,동물병원,,,0,
3050000,3.05E+17,20130524,,1,영업/정상,0,정상,,,,,02-2215-7522,256.5,,서울특별시 동대문구 장안동 335-3,서울특별시 동대문구 답십리로 298 (장안동),2637,VIP동물의료센터,2.02108E+13,U,44421.11111,,962271.4738,1952290.965,동물병원,,,L00,0
3050000,3.05E+17,20130611,,1,영업/정상,0,정상,,,,,02-2249-7600,0,,서울특별시 동대문구 장안동 374-3번지,서울특별시 동대문구 장한로 77 가나빌딩 (장안동),2625,페트로동물의료원,2.01903E+13,U,43533.11111,,961823.6462,1951839.191,동물병원,,,0,
3050000,3.05E+17,20140527,,1,영업/정상,0,정상,,,,,02-6242-7500,0,,서울특별시 동대문구 휘경동 267-84,서울특별시 동대문구 망우로 66 (휘경동),2496,하나동물병원,2.02103E+13,U,44265.11111,,961168.3924,1954240.75,동물병원,,,0,
3050000,3.05E+17,20140527,,1,영업/정상,0,정상,,,,,02-969-7579,0,,서울특별시 동대문구 회기동 62-8번지,서울특별시 동대문구 회기로18길 46 (회기동),2460,봄봄동물병원,2.01903E+13,U,43533.11111,,960558.6896,1954338.073,동물병원,,,0,
3050000,3.05E+17,20150623,,1,영업/정상,0,정상,,,,,02-6242-8275,0,,서울특별시 동대문구 전농동 322-31번지,서울특별시 동대문구 사가정로 51 (전농동),2553,아띠동물의료센터,2.01903E+13,U,43533.11111,,960398.3694,1952496.76,동물병원,,,0,
3050000,3.05E+17,20160524,,1,영업/정상,0,정상,,,,,02-2242-0175,0,,서울특별시 동대문구 장안동 483,서울특별시 동대문구 한천로 164 1층 (장안동),2529,스마트동물병원,2.02101E+13,U,44206.11111,,961754.3236,1952687.008,동물병원,,,0,
3050000,3.05E+17,20170323,,1,영업/정상,0,정상,,,,,02-965-0075,0,,서울특별시 동대문구 이문동 292-10번지 이문동 웰츠타워,서울특별시 동대문구 이문로 136 2층 208호 (이문동 이문동 웰츠타워),2418,바론동물병원,2.01906E+13,U,43644.11111,,961255.5579,1955238.41,동물병원,,,0,
3050000,3.05E+17,20170802,,1,영업/정상,0,정상,,,,,02-2213-8875,0,,서울특별시 동대문구 답십리동 1003-2번지 세기프라자,서울특별시 동대문구 답십리로 140 세기프라자 2층 211호 (답십리동),2598,더케이동물병원,2.01903E+13,U,43533.11111,,960689.9219,1952354.675,동물병원,,,0,
3050000,3.05E+17,20180614,,1,영업/정상,0,정상,,,,,02-2242-7510,59.04,,서울특별시 동대문구 답십리동 490-57번지,서울특별시 동대문구 전농로 15-3 (답십리동),2605,하이유 동물병원,2.01903E+13,U,43533.11111,,960710.2717,1951705.261,동물병원,,,0,
3050000,3.05E+17,19900801,,1,영업/정상,0,정상,,,,,02-2244-7755,26,,서울특별시 동대문구 휘경동 34-48번지,서울특별시 동대문구 망우로 120 (휘경동),2501,심재웅동물병원,2.01903E+13,U,43533.11111,,961659.6608,1954417.164,동물병원,,,0,
3050000,3.05E+17,19970509,,1,영업/정상,0,정상,,,,,02-2244-7479,60.83,,서울특별시 동대문구 장안동 100-8번지,서울특별시 동대문구 사가정로 221 (장안동),2518,박철환동물병원,2.01903E+13,U,43533.11111,,961933.9556,1953063.688,동물병원,,,0,
3050000,3.05E+17,19980210,,1,영업/정상,0,정상,,,,,02-2212-5233,348,,서울특별시 동대문구 장안동 186-12번지,서울특별시 동대문구 한천로 94 1층 (장안동),2626,뉴월드동물병원,2.01904E+13,U,43582.11111,,961473.6101,1952032.653,동물병원,,,0,
3050000,3.05E+17,19990818,,1,영업/정상,0,정상,,,,,02-967-0877,23.28,,서울특별시 동대문구 이문동 324-3,서울특별시 동대문구 이문로 80 (이문동),2440,애니케어동물병원,2.0211E+13,U,44483.11111,,960986.037,1954746.165,동물병원,,,0,0
3050000,3.05E+17,19990826,,1,영업/정상,0,정상,,,,,02-963-7582,49.8,,서울특별시 동대문구 청량리동 359번지,서울특별시 동대문구 홍릉로 48-1 1층 (청량리동),2484,푸른종합동물병원,2.02001E+13,U,43841.11111,,959674.6187,1953703.417,동물병원,,,0,
3050000,3.05E+17,20010502,,1,영업/정상,0,정상,,,,,02-2215-2022,83.2,,서울특별시 동대문구 장안동 307-3번지,서울특별시 동대문구 장한로 139 (장안동),2530,장평25시동물종합병원,2.01903E+13,U,43533.11111,,962080.9129,1952395.828,동물병원,,,0,
3050000,3.05E+17,20031024,,1,영업/정상,0,정상,,,,,02-925-3686,90,,서울특별시 동대문구 용두동 732-5번지,서울특별시 동대문구 안암로 40 1층 (용두동),2578,안암동물병원,2.01903E+13,U,43533.11111,,958146.7608,1953263.059,동물병원,,,0,
3050000,3.05E+17,20040330,,1,영업/정상,0,정상,,,,,02-2244-1081,94.3,,서울특별시 동대문구 전농동 38-24번지,서울특별시 동대문구 사가정로 121 (전농동),2507,주주동물병원,2.01903E+13,U,43533.11111,,960943.1671,1952952.158,동물병원,,,0,
3050000,3.05E+17,20051025,,1,영업/정상,0,정상,,,,,02-960-7501,92.16,,서울특별시 동대문구 청량리동 400번지,서울특별시 동대문구 홍릉로 64-1 (청량리동),2484,디아크동물병원,2.01903E+13,U,43533.11111,,959627.768,1953854.397,동물병원,,,0,
3050000,3.05E+17,20200916,,1,영업/정상,0,정상,,,,,02-2217-8930,0,,서울특별시 동대문구 답십리동 52-3,서울특별시 동대문구 전농로 80 1층 (답십리동),2606,아이원 동물병원,2.02009E+13,I,44092.01611,,960861.8811,1952295.729,동물병원,,,0,
3060000,3.06E+17,20030528,,1,영업/정상,0,정상,,,,,2094-8344,0,,서울특별시 중랑구 상봉동 137-7,서울특별시 중랑구 중랑천로 71 (상봉동),,서울우유협동조합유우진료소,2.02201E+13,U,44584.11111,,962176.7557,1954483.862,동물병원,,,L00,0
3060000,3.06E+17,20141107,,1,영업/정상,0,정상,,,,,3421-9075,,,서울특별시 중랑구 신내동 645번지 홈플러스 2층,서울특별시 중랑구 신내로 201 2층 (신내동 홈플러스),2024,도그플러스 동물병원,2.01411E+13,I,43343.99999,,964077.0995,1957145.785,동물병원,,,0,
3060000,3.06E+17,20141203,,1,영업/정상,0,정상,,,,,02-433-3387,,,서울특별시 중랑구 신내동 405-5번지,서울특별시 중랑구 봉화산로 232 B동 1층 (신내동),2067,행복이 있는 동물병원,2.01412E+13,I,43343.99999,,964479.0724,1956259.211,동물병원,,,0,
3060000,3.06E+17,20160421,,1,영업/정상,0,정상,,,,,02-494-7775,,,서울특별시 중랑구 면목동 17-31번지,서울특별시 중랑구 용마산로 434 (면목동 청파빌딩),2189,보담동물병원,2.01604E+13,I,43343.99999,,964386.0831,1954277.107,동물병원,,,0,
3060000,3.06E+17,20170518,,1,영업/정상,0,정상,,,,,02-6215-3416,128.57,,서울특별시 중랑구 중화동 207-6번지,서울특별시 중랑구 망우로 241 지하1층 (중화동 영해빌딩),2117,한국동물영상의학센터,2.01705E+13,I,43343.99999,,962801.1281,1954848.956,동물병원,,,0,
3060000,3.06E+17,20180627,,1,영업/정상,0,정상,,,,,,40.5,,서울특별시 중랑구 상봉동 137-16번지,서울특별시 중랑구 중랑천로 81 (상봉동),2118,중랑차 동물병원,2.01907E+13,U,43649.11111,,962200.7212,1954562.764,동물병원,,,0,
3060000,3.06E+17,19911130,,1,영업/정상,0,정상,,,,,973-1953,153.5,,서울특별시 중랑구 묵동 175-2번지 3층,서울특별시 중랑구 동일로 920 3층 (묵동),2033,태능동물병원,2.01904E+13,U,43559.11111,,962647.1926,1956797.229,동물병원,,,0,
3060000,3.06E+17,19920703,,1,영업/정상,0,정상,,,,,439-8300,0,,서울특별시 중랑구 면목동 497-7번지 혜원동물병원,서울특별시 중랑구 면목로 341 혜원동물병원 (면목동),2228,혜원동물병원,2.0181E+13,U,43385.99999,,963577.9214,1953437.257,동물병원,,,0,
3060000,3.06E+17,19950802,,1,영업/정상,0,정상,,,,,434-5465,0,,서울특별시 중랑구 면목동 353-4번지,서울특별시 중랑구 면목로 269 (면목동),2240,보람동물병원,2.01903E+13,U,43532.11111,,963351.0439,1952847.589,동물병원,,,0,
3060000,3.06E+17,19960326,,1,영업/정상,0,정상,,,,,435-0166,0,,서울특별시 중랑구 면목동 102-51번지,서울특별시 중랑구 겸재로 187 (면목동),2161,엔젤동물병원,2.01903E+13,U,43532.11111,,963588.0067,1954152.544,동물병원,,,0,
3060000,3.06E+17,19970317,,1,영업/정상,0,정상,,,,,974-0339,95.4,,서울특별시 중랑구 묵동 239-76번지,서울특별시 중랑구 동일로 899 1층 (묵동),2006,홍상희동물병원,2.01506E+13,I,43343.99999,,962629.5041,1956583.079,동물병원,,,0,
3060000,3.06E+17,20000229,,1,영업/정상,0,정상,,,,,435-2275,0,,서울특별시 중랑구 면목동 225-7,서울특별시 중랑구 면목로 442-1 1층 (면목동),2160,하스펫탈동물병원,2.02106E+13,U,44367.11111,,963464.642,1954460.996,동물병원,,,0,
3060000,3.06E+17,20000721,,1,영업/정상,0,정상,,,,,3422-0001,0,,서울특별시 중랑구 중화동 11-36번지 삼일시티빌 1층,서울특별시 중랑구 봉화산로 103 1층 (중화동 삼일시티빌),2048,신내동물병원,2.01505E+13,I,43343.99999,,963360.5858,1955697.835,동물병원,,,0,
3060000,3.06E+17,20010509,,1,영업/정상,0,정상,,,,,2207-0073,0,,서울특별시 중랑구 중화동 305-44 유정빌딩,서울특별시 중랑구 봉화산로 39-1 유정빌딩 2층 (중화동),2017,진정훈동물병원,2.02202E+13,U,44598.11111,,962747.0217,1955595.271,동물병원,,,0,0
3060000,3.06E+17,20010531,,1,영업/정상,0,정상,,,,,493-7582,0,,서울특별시 중랑구 면목동 634-5,서울특별시 중랑구 면목로 311 (면목동),2238,성지동물병원,2.02107E+13,U,44409.11111,,963530.9343,1953167.202,동물병원,,,0,0
3060000,3.06E+17,20021203,,1,영업/정상,0,정상,,,,,492-7582,0,,서울특별시 중랑구 망우동 364-27번지 금란동물병원,서울특별시 중랑구 용마산로 532 금란동물병원 (망우동),2176,금란동물병원,2.01904E+13,U,43567.11111,,964671.9751,1955218.882,동물병원,,,0,
3060000,3.06E+17,20021203,,1,영업/정상,0,정상,,,,,2208-7533,0,,서울특별시 중랑구 중화동 207 지하1층,서울특별시 중랑구 망우로 247 지하1층 (중화동 로얄스포츠센터),2117,24시 동물응급의료센터,2.02108E+13,U,44421.11111,,962854.0325,1954892.384,동물병원,,,L00,0
3060000,3.06E+17,20060104,,1,영업/정상,0,정상,,,,,2207-9931,0,,서울특별시 중랑구 면목동 353-25번지,서울특별시 중랑구 면목로 273 (면목동),,주연동물병원,2.01507E+13,I,43343.99999,,963347.1649,1952877.488,동물병원,,,0,
3060000,3.06E+17,20060223,,1,영업/정상,0,정상,,,,,432-7530,0,,서울특별시 중랑구 신내동 571-8번지,서울특별시 중랑구 신내로10길 7 (신내동),2069,진서동물병원,2.01903E+13,U,43532.11111,,964262.4446,1955913.933,동물병원,,,0,
3060000,3.06E+17,20060223,,1,영업/정상,0,정상,,,,,436-7311,0,,서울특별시 중랑구 망우동 490-7번지 신인빌딩,서울특별시 중랑구 망우로 396 신인빌딩 (망우동),2163,세진동물병원,2.01903E+13,U,43532.11111,,964288.7642,1955246.149,동물병원,,,0,
3060000,3.06E+17,20060801,,1,영업/정상,0,정상,,,,,492-9303,28.61,,서울특별시 중랑구 면목동 103-4 1층,서울특별시 중랑구 겸재로 207 1층 (면목동),2162,숲속동물병원,2.02107E+13,U,44409.11111,,963781.6915,1954209.153,동물병원,,,0,0
3060000,3.06E+17,20080619,,1,영업/정상,0,정상,,,,,494-7582,0,,서울특별시 중랑구 중화동 207,서울특별시 중랑구 망우로 247 (중화동),2117,로얄동물메디컬센터,2.02108E+13,U,44421.11111,,962854.0325,1954892.384,동물병원,,,L00,0
3060000,3.06E+17,20090408,,1,영업/정상,0,정상,,,,,437-7579,83,,서울특별시 중랑구 면목동 606-6번지,서울특별시 중랑구 사가정로 363 (면목동),2227,면목동물병원,2.0181E+13,U,43405.10838,,963278.0273,1953312.789,동물병원,,,0,
3060000,3.06E+17,20100326,,1,영업/정상,0,정상,,,,,234220977,0,,서울특별시 중랑구 신내동 648번지 디아뜨갤러리,서울특별시 중랑구 신내로 225 디아뜨갤러리 142호 (신내동),2024,하니동물병원,2.0181E+13,U,43385.99999,,963859.5652,1957275.74,동물병원,,,0,
3060000,3.06E+17,20101027,,1,영업/정상,0,정상,,,,,2208-6788,128.48,,서울특별시 중랑구 면목동 119-10 12층,서울특별시 중랑구 겸재로 165 12층 (면목동),2145,한국동물메디컬센터(KAMC),2.02106E+13,U,44350.11111,,963369.5372,1954086.717,동물병원,,,L00,
3060000,3.06E+17,20190906,,1,영업/정상,0,정상,,,,,02-433-7515,,,서울특별시 중랑구 신내동 563-2번지,서울특별시 중랑구 신내로 66 (신내동),2069,아이봄 동물병원,2.01909E+13,I,43716.09887,,964236.4479,1955952.864,동물병원,,,0,
3060000,3.06E+17,20200610,,1,영업/정상,0,정상,,,,,02-470-4707,0,,서울특별시 중랑구 면목동 172-93번지,서울특별시 중랑구 동일로 593 2층 (면목동),2232,레미 동물병원,2.02006E+13,I,43994.01618,,962799.3392,1953552.411,동물병원,,,0,
3060000,3.06E+17,20210427,,1,영업/정상,0,정상,,,,,439-7582,146,,서울특별시 중랑구 면목동 71-41,서울특별시 중랑구 상봉로 17 1층 (면목동),2202,닥터멍동물병원,2.02203E+13,U,44645.11111,,964095.4925,1954006.005,동물병원,,,0,0
3060000,3.06E+17,20131119,,1,영업/정상,0,정상,,,,,2208-0329,0,,서울특별시 중랑구 상봉동 99-10,서울특별시 중랑구 망우로 315 2층 (상봉동),2098,닥터 아이펫 동물병원,2.02106E+13,U,44350.11111,,963512.8533,1955088.417,동물병원,,,0,
3070000,3.07E+17,20010507,,1,영업/정상,0,정상,,,,,918-3344,42,,서울특별시 성북구 장위동 8-2 석계역 한일노벨리아시티 210호,서울특별시 성북구 화랑로 299 2층 210호 (장위동 석계역 한일노벨리아시티),2779,대학동물병원,2.02102E+13,U,44246.11111,,961195.1895,1956913.895,동물병원,,,0,
3070000,3.07E+17,20010412,,1,영업/정상,0,정상,,,,,924-4555,0,,서울특별시 성북구 종암동 19-1번지,서울특별시 성북구 종암로 65 (종암동),2810,강북동물병원,2.01201E+13,I,43343.99999,,958894.7364,1954996.739,동물병원,,,0,
3070000,3.07E+17,20190927,,1,영업/정상,0,정상,,,,,02-927-7517,25.1,,서울특별시 성북구 동선동5가 1번지,서울특별시 성북구 아리랑로 18 1층 101호 (동선동5가),2829,성신동물병원,2.01909E+13,I,43737.09906,,957230.8015,1954817.353,동물병원,,,0,
3070000,3.07E+17,20191104,,1,영업/정상,0,정상,,,,,02-982-7975,112.7,,서울특별시 성북구 길음동 498-1 래미안길음센터피스,서울특별시 성북구 숭인로 50 상가동 2203호 (길음동 래미안길음센터피스),2727,더편한동물병원,2.02109E+13,U,44455.11111,,958230.9997,1956575.877,동물병원,,,0,0
3070000,3.07E+17,20200507,,1,영업/정상,0,정상,,,,,29117582,52.8,,서울특별시 성북구 장위동 173-114 래미안장위퍼스트하이,서울특별시 성북구 한천로 713 515동 상가 206207호 (장위동 래미안장위퍼스트하이),2760,퍼스트동물병원,2.02011E+13,U,44148.11111,,960422.1899,1957536.483,동물병원,,,0,
3070000,3.07E+17,20161006,,1,영업/정상,0,정상,,,,,02-941-5575,66,,서울특별시 성북구 길음동 1285번지 길음뉴타운7단지 두산위브상가 103호 104호,서울특별시 성북구 길음로13길 22 103호 104호 (길음동 길음7구역두산위브아파트),2715,스마트동물병원 성북길음점,2.01904E+13,U,43581.11111,,957460.3441,1956509.444,동물병원,,,0,
3070000,3.07E+17,20161212,,1,영업/정상,0,정상,,,,,912-6555,115,,서울특별시 성북구 하월곡동 62-4번지,서울특별시 성북구 오패산로 22 (하월곡동),2751,포유동물병원,2.01905E+13,U,43594.11111,,959126.7163,1955884.383,동물병원,,,0,
3070000,3.07E+17,20170919,,1,영업/정상,0,정상,,,,,02-927-7878,60,,서울특별시 성북구 동소문동6가 237번지,서울특별시 성북구 아리랑로 27 (동소문동6가),2830,로이동물병원,2.01904E+13,U,43581.11111,,957180.9072,1954910.999,동물병원,,,0,
3070000,3.07E+17,20140501,,1,영업/정상,0,정상,,,,,942-4883,43,,서울특별시 성북구 길음동 1284번지 길음뉴타운 제상가비동 제지2층 25호,서울특별시 성북구 길음로 33 (길음동 길음뉴타운 제상가비동 제지2층 25호),2720,카카오 N 동물병원,2.01904E+13,U,43581.11111,,957381.0573,1956264.074,동물병원,,,0,
3070000,3.07E+17,20140724,,1,영업/정상,0,정상,,,,,984-0075,0,,서울특별시 성북구 길음동 1163,서울특별시 성북구 삼양로4길 3 (길음동),2732,강북 24시 N 동물의료센터,2.02109E+13,U,44456.11111,,957947.8298,1956070.196,동물병원,,,0,0
3070000,3.07E+17,20150804,,1,영업/정상,0,정상,,,,,02-6925-4347,155,,서울특별시 성북구 하월곡동 76-16,서울특별시 성북구 오패산로 75-1 (하월곡동),2737,넬 동물의료센터,2.0211E+13,U,44476.11111,,958956.1247,1956394.332,동물병원,,,0,0
3070000,3.07E+17,20160224,,1,영업/정상,0,정상,,,,,02-766-7577,115,,서울특별시 성북구 성북동 155-15번지 1층,서울특별시 성북구 성북로 66 1층 (성북동),2835,앙리동물병원,2.01904E+13,U,43581.11111,,955940.3913,1954706.863,동물병원,,,0,
3070000,3.07E+17,20030130,,1,영업/정상,0,정상,,,,,928-7582,0,,서울특별시 성북구 동소문동5가 8-1번지,서울특별시 성북구 동소문로 74 (동소문동5가),2846,드림동물병원,2.01201E+13,I,43343.99999,,956997.167,1954521.289,동물병원,,,0,
3070000,3.07E+17,20100211,,1,영업/정상,0,정상,,,,,969-0075,37.6,,서울특별시 성북구 석관동 332-23번지,서울특별시 성북구 돌곶이로 31 (석관동),2788,태양 동물병원,2.01904E+13,U,43581.11111,,961153.2156,1956186.402,동물병원,,,0,
3070000,3.07E+17,20100414,,1,영업/정상,0,정상,,,,,927-7585,0,,서울특별시 성북구 종암동 86-1번지,서울특별시 성북구 종암로 113 (종암동),2803,쓰담쓰담 동물병원,2.01904E+13,U,43581.11111,,958765.3129,1955436.052,동물병원,,,0,
3070000,3.07E+17,20130507,,1,영업/정상,0,정상,,,,,915-5301,0,,서울특별시 성북구 하월곡동 88-677번지,서울특별시 성북구 동소문로 302 (하월곡동),2733,호담동물병원,2.01904E+13,U,43581.11111,,958315.0443,1956173.144,동물병원,,,0,
3070000,3.07E+17,20140402,,1,영업/정상,0,정상,,,,,943-7582,0,,서울특별시 성북구 하월곡동 46-73 코업스타클래스 1층,서울특별시 성북구 화랑로 76 (하월곡동 코업스타클래스 1층),2799,도담도담동물병원,2.02101E+13,U,44205.11111,,959363.9099,1955617.232,동물병원,,,0,
3070000,3.07E+17,20030512,,1,영업/정상,0,정상,,,,,913-1874,44.1,,서울특별시 성북구 길음동 1276번지,서울특별시 성북구 동소문로 248 (길음동 삼부상가 102동 67호),2735,길음동물병원,2.01203E+13,I,43343.99999,,957893.026,1955730.174,동물병원,,,0,
3070000,3.07E+17,20050830,,1,영업/정상,0,정상,,,,,915-7582,246.24,,서울특별시 성북구 장위동 64-124번지,서울특별시 성북구 돌곶이로 91 (장위동),2772,행복한동물병원,2.01904E+13,U,43581.11111,,960772.8161,1956648.329,동물병원,,,0,
3070000,3.07E+17,20070329,,1,영업/정상,0,정상,,,,,967-0300,48.3,,서울특별시 성북구 석관동 268-11번지,서울특별시 성북구 돌곶이로 56 (석관동),2784,중앙동물병원,2.01904E+13,U,43581.11111,,961033.682,1956391.205,동물병원,,,0,
3070000,3.07E+17,20070628,,1,영업/정상,0,정상,,,,,912-0018,0,,서울특별시 성북구 하월곡동 16-7번지,서울특별시 성북구 화랑로 91 (하월곡동),2751,비비펫 동물병원,2.01904E+13,U,43581.11111,,959513.3569,1955746.114,동물병원,,,0,
3070000,3.07E+17,20070813,,1,영업/정상,0,정상,,,,,943-8376,,,서울특별시 성북구 정릉동 285-4 정호빌딩,서울특별시 성북구 보국문로 68-1 정호빌딩 1층 (정릉동),2711,보성통증동물병원,2.02104E+13,U,44303.11111,,956626.6368,1956605.569,동물병원,,,0,
3070000,3.07E+17,20070820,,1,영업/정상,0,정상,,,,,914-5545,43.94,,서울특별시 성북구 정릉동 16-162,서울특별시 성북구 정릉로 328 1층 (정릉동),2816,ZOO동물병원,2.02012E+13,U,44184.11111,,957518.9416,1955647.538,동물병원,,,0,
3070000,3.07E+17,20080513,,1,영업/정상,0,정상,,,,,989-8575,174,,서울특별시 성북구 길음동 1125-9번지,서울특별시 성북구 삼양로 84 (길음동),2726,우리동물병원,2.01904E+13,U,43581.11111,,957790.3053,1956627.057,동물병원,,,0,
3070000,3.07E+17,20081016,,1,영업/정상,0,정상,,,,,926-8275,0,,서울특별시 성북구 보문동5가 3-1,서울특별시 성북구 보문로 99 (보문동5가),2872,24시 애니동물병원,2.0211E+13,U,44476.11111,,957534.3528,1953642.399,동물병원,,,0,0
3140000,3.14E+17,20190828,,1,영업/정상,0,정상,,,,,02-2642-7588,0,,서울특별시 양천구 신정동 1007-10,서울특별시 양천구 목동로 161 (신정동),8023,우리들동물메디컬센터,2.02207E+13,U,44536.91944,,943812.6209,1946953.483,,,,,
3070000,3.07E+17,19980728,,1,영업/정상,0,정상,,,,,,0,,서울특별시 성북구 장위동 225-61번지,서울특별시 성북구 장위로 81 (장위동),2756,큐동물병원,2.01203E+13,I,43343.99999,,959834.5351,1956966.609,동물병원,,,0,
3070000,3.07E+17,19990106,,1,영업/정상,0,정상,,,,,02-743-7582,0,,서울특별시 성북구 성북동1가 115-23,서울특별시 성북구 성북로 27 (성북동1가),2880,한사랑동물병원,2.02109E+13,U,44468.11111,,956125.5813,1954361.509,동물병원,,,0,0
3070000,3.07E+17,20000314,,1,영업/정상,0,정상,,,,,929-5496,60,,서울특별시 성북구 동소문동3가 79번지,서울특별시 성북구 동소문로 66 (동소문동3가),2860,나래종합동물병원,2.01112E+13,I,43343.99999,,956932.8132,1954472.947,동물병원,,,0,
3070000,3.07E+17,20000801,,1,영업/정상,0,정상,,,,,928-5599,0,,서울특별시 성북구 보문동2가 49번지,서울특별시 성북구 보문로 137 (보문동2가),2871,서울종합동물병원,2.01904E+13,U,43581.11111,,957391.5797,1953994.316,동물병원,,,0,
3070000,3.07E+17,20201203,,1,영업/정상,0,정상,,,,,02-6956-0040,136,,서울특별시 성북구 돈암동 644 돈암코오롱하늘채,서울특별시 성북구 아리랑로 75 상가3동 1층 110호 (돈암동 돈암코오롱하늘채),2826,원러브동물의료센터,2.02206E+13,U,44536.00347,,956912.369,1955335.149,,,,,
3080000,3.08E+17,20190130,,1,영업/정상,0,정상,,,,,02-941-7900,0,,서울특별시 강북구 미아동 42-11 덕신빌딩 4층,서울특별시 강북구 월계로 3 덕신빌딩 4층 (미아동),1220,24시루시드동물메디컬센터,2.0211E+13,U,44493.11111,,958501.8962,1956481.373,동물병원,,,0,0
3080000,3.08E+17,20211022,,1,영업/정상,0,정상,,,,,02)946-0011,0,,서울특별시 강북구 미아동 561-2 현대성우아파트,서울특별시 강북구 삼양로24길 19 현대성우아파트 102동 1층 109호 (미아동 현대성우아파트),1201,아이사랑동물병원 건강검진센터,2.02201E+13,U,44568.11111,,957753.6558,1957332.076,동물병원,,,0,0
3080000,3.08E+17,20210928,,1,영업/정상,0,정상,,,,,070-8691-3121,0,,서울특별시 강북구 미아동 137-24,서울특별시 강북구 도봉로 110-1 4층 (미아동),1164,모네동물피부과,2.02201E+13,U,44568.11111,,958398.2636,1957518.286,동물병원,,,0,0
3080000,3.08E+17,20021015,,1,영업/정상,0,정상,,,,,988-7582,61.53,,서울특별시 강북구 미아동 812 삼성래미안트리베라아파트,서울특별시 강북구 삼양로27길 19 상가 204동 108호 (미아동 삼성래미안트리베라아파트),1195,솔샘동물병원,2.02108E+13,U,44413.11111,,957603.4356,1957344.747,동물병원,,,0,0
3080000,3.08E+17,20020619,,1,영업/정상,0,정상,,,,,996-1007,54.59,,서울특별시 강북구 수유동 279-290번지,서울특별시 강북구 삼양로 499 (수유동),1026,애니케어 동물병원 수유점,2.01903E+13,U,43534.11111,,957078.9685,1960725.071,동물병원,,,0,
3080000,3.08E+17,20150605,,1,영업/정상,0,정상,,,,,02-984-7588,36.44,,서울특별시 강북구 미아동 1357-6번지 미아프라자 106호,서울특별시 강북구 삼양로27길 35-21 미아프라자 106호 (미아동),1196,H 동물병원,2.02006E+13,U,43992.11111,,957474.7561,1957416.172,동물병원,,,0,
3080000,3.08E+17,20150818,,1,영업/정상,0,정상,,,,,02-993-8266,0,,서울특별시 강북구 수유동 340-2번지,서울특별시 강북구 삼양로117길 5 1층 (수유동),1033,초이스동물병원,2.01903E+13,U,43534.11111,,957203.4501,1960240.76,동물병원,,,0,
3080000,3.08E+17,20030407,,1,영업/정상,0,정상,,,,,998-1785,0,,서울특별시 강북구 수유동 266-20,서울특별시 강북구 한천로 1135(수유동),1039,대형동물병원,2.02109E+13,U,44469.11111,,957427.5802,1960515.541,동물병원,,,0,0
3080000,3.08E+17,20170605,,1,영업/정상,0,정상,,,,,02-903-7582,217.39,,서울특별시 강북구 수유동 39-10 1 2층,서울특별시 강북구 노해로 65 1 2층 (수유동 리안스페이스),1077,24시 수유 바른펫 동물의료센터,2.02203E+13,U,44638.11111,,957781.6139,1960022.257,동물병원,,,0,0
3080000,3.08E+17,20171211,,1,영업/정상,0,정상,,,,,02-983-8575,0,,서울특별시 강북구 미아동 1353-5 에스케이북한산시티 상가동 2동 209호,서울특별시 강북구 솔샘로 184 에스케이북한산시티 상가동 2동 209호 (미아동),1192,사랑의 동물병원,2.02011E+13,U,44141.11111,,956933.4576,1957643.086,동물병원,,,0,
3080000,3.08E+17,20030626,,1,영업/정상,0,정상,,,,,02-988-0251,52.5,,서울특별시 강북구 미아동 48-24번지,서울특별시 강북구 월계로 35 (미아동),1222,창문동물병원,2.01709E+13,I,43343.99999,,958781.911,1956651.527,동물병원,,,0,
